86,2005,3310,0,RR1,3196,41.3,120,NULL,0,1
86,2005,3310,1,RR1,3196,80.4,134,NULL,0,1
86,2005,3480,0,RR1,3196,73.7,135,NULL,0,1
86,2005,3480,1,RR1,3196,70.8,134,NULL,0,1
90,2002,1110,0,RR1,3330,40.3,NULL,NULL,0,1
90,2002,1110,0,RR1,3348,29.9,NULL,NULL,0,1
90,2002,1110,0,RR1,3350,39,NULL,NULL,0,1
90,2002,1110,0,RR1,3353,30.8,NULL,NULL,0,1
90,2002,1250,0,RR1,3330,66.9,136.5448,NULL,0,1
90,2002,1250,0,RR1,3348,61.4,139.6792,NULL,0,1
90,2002,1250,0,RR1,3350,64.2,133.8656,NULL,0,1
90,2002,1250,0,RR1,3353,59.2,137.7168,NULL,0,1
90,2002,2220,0,RR1,3330,74.8,133.5,NULL,0,1
90,2002,2220,0,RR1,3348,68.2,134,NULL,0,1
90,2002,2220,0,RR1,3350,67.6,132,NULL,0,1
90,2002,2220,0,RR1,3353,70.3,133,NULL,0,1
90,2002,2530,0,RR1,3330,53.8,115.5,NULL,0,1
90,2002,2530,0,RR1,3348,53.1,116,NULL,0,1
90,2002,2530,0,RR1,3350,53.8,114.5,NULL,0,1
90,2002,2530,0,RR1,3353,51.7,114,NULL,0,1
90,2002,3210,0,RR1,3330,59.2,116.3282,NULL,0,1
90,2002,3210,0,RR1,3348,63.4,120.5469,NULL,0,1
90,2002,3210,0,RR1,3350,63.6,115.3594,NULL,0,1
90,2002,3210,0,RR1,3353,42.9,115.1406,NULL,0,1
102,2007,1110,0,conv,3785,41.6,131,NULL,0,1
102,2007,1250,0,conv,3785,46.9,122,NULL,0,1
102,2007,1251,0,conv,3785,50.3,137,NULL,0,1
102,2007,1520,0,conv,3785,29,NULL,NULL,0,1
102,2007,1520,1,conv,3785,37.5,NULL,NULL,0,1
107,2003,1240,0,RR1,3981,55,121,NULL,0,1
107,2003,1240,0,RR1,4004,55.7,125.5,NULL,0,1
107,2003,1250,0,RR1,3981,48.2,121.8896,NULL,0,1
107,2003,1250,0,RR1,4004,45.5,124.5519,NULL,0,1
107,2003,1520,0,RR1,3981,53.3,120.9729,NULL,0,1
107,2003,1520,0,RR1,4004,51,120.4887,NULL,0,1
107,2003,2220,0,RR1,3981,47.2,117,NULL,0,1
107,2003,2220,0,RR1,4004,49,119,NULL,0,1
107,2003,3210,0,RR1,3981,55.3,113.771,NULL,0,1
107,2003,3210,0,RR1,4004,48.9,114.0339,NULL,0,1
110,2007,1250,0,conv,4111,53.6,133,NULL,0,1
110,2007,1250,1,conv,4111,57,136,NULL,0,1
110,2007,1251,0,conv,4111,64.8,135,NULL,0,1
110,2007,1510,0,conv,4111,54.5,NULL,NULL,0,1
110,2007,1520,0,conv,4111,36.3,123,NULL,0,1
110,2007,1520,1,conv,4111,42.4,125,NULL,0,1
110,2007,1550,0,conv,4111,53.2,NULL,NULL,0,1
115,2008,5220,0,RR1,4282,44.9,NULL,NULL,0,1
115,2008,5220,1,RR1,4282,73.9,NULL,NULL,0,1
115,2008,5240,0,RR1,4282,59.4,130,NULL,0,1
115,2008,5240,1,RR1,4282,44.9,131,NULL,0,1
115,2008,6210,0,RR1,4282,71.8,121,NULL,0,1
115,2008,6210,1,RR1,4282,81,126,NULL,0,1
115,2008,6240,0,RR1,4282,72.6,NULL,NULL,0,1
115,2008,6240,1,RR1,4282,67.3,NULL,NULL,0,1
115,2008,6330,0,RR1,4282,58.1,NULL,NULL,0,1
115,2008,6330,1,RR1,4282,50.2,NULL,NULL,0,1
116,2008,2120,0,RR1,4333,42.4,129,NULL,0,1
116,2008,2120,1,RR1,4333,45.8,130,NULL,0,1
116,2008,2210,0,RR1,4333,62.5,NULL,NULL,0,1
116,2008,2210,1,RR1,4333,55.8,NULL,NULL,0,1
116,2008,2250,0,RR1,4333,54.7,NULL,NULL,0,1
116,2008,2250,1,RR1,4333,54.7,NULL,NULL,0,1
116,2008,2270,0,RR1,4333,48,NULL,NULL,0,1
116,2008,2270,1,RR1,4333,48,NULL,NULL,0,1
116,2008,2290,0,RR1,4333,45.8,135,NULL,0,1
116,2008,2290,1,RR1,4333,57,135,NULL,0,1
117,2008,4310,0,RR1,4375,70.4,115,NULL,0,1
117,2008,4310,1,RR1,4375,58.1,115,NULL,0,1
117,2008,4440,0,RR1,4375,66.5,NULL,NULL,0,1
117,2008,5210,0,RR1,4375,41.7,NULL,NULL,0,1
117,2008,5210,1,RR1,4375,37.3,NULL,NULL,0,1
117,2008,5240,0,RR1,4375,68.6,NULL,NULL,0,1
117,2008,5410,0,RR1,4375,48.8,NULL,NULL,0,1
117,2008,5410,1,RR1,4375,48.5,NULL,NULL,0,1
125,2008,2330,0,RR1,4658,77.8,NULL,NULL,0,1
125,2008,2330,0,RR1,4668,67.4,NULL,NULL,0,1
125,2008,3120,0,RR1,4658,72.6,NULL,NULL,0,1
125,2008,3120,0,RR1,4668,81.5,NULL,NULL,0,1
125,2008,3120,1,RR1,4658,70.4,NULL,NULL,0,1
125,2008,3120,1,RR1,4668,72.6,NULL,NULL,0,1
125,2008,3210,0,RR1,4658,60.3,132,NULL,0,1
125,2008,3210,0,RR1,4668,60.9,132,NULL,0,1
125,2008,3210,1,RR1,4658,66.1,132,NULL,0,1
125,2008,3210,1,RR1,4668,60.3,133,NULL,0,1
125,2008,3230,0,RR1,4658,50.3,NULL,NULL,0,1
125,2008,3230,0,RR1,4668,49.1,NULL,NULL,0,1
125,2008,3230,1,RR1,4658,41.3,NULL,NULL,0,1
125,2008,3230,1,RR1,4668,35.7,NULL,NULL,0,1
125,2008,3250,0,RR1,4658,53.9,NULL,NULL,0,1
125,2008,3250,0,RR1,4668,52.9,NULL,NULL,0,1
125,2008,3310,0,RR1,4658,65.1,124,NULL,0,1
125,2008,3310,0,RR1,4668,69,126,NULL,0,1
126,2008,5260,0,RR1,4689,64.7,NULL,NULL,0,1
126,2008,5260,1,RR1,4689,63.4,NULL,NULL,0,1
126,2008,6210,0,RR1,4689,55,134,NULL,0,1
126,2008,6210,1,RR1,4689,52,134,NULL,0,1
127,2004,2010,0,RR1,4720,52.5,123,NULL,0,1
127,2004,2010,1,RR1,4720,57,122,NULL,0,1
127,2004,3210,0,RR1,4720,62.5,127,NULL,0,1
127,2004,3210,1,RR1,4720,65.9,127,NULL,0,1
135,2007,3310,0,RR1,5046,73.7,127,NULL,0,1
135,2007,3310,1,RR1,5046,62.5,131,NULL,0,1
135,2007,3320,0,RR1,5046,64.8,NULL,NULL,0,1
135,2007,3320,1,RR1,5046,54.7,NULL,NULL,0,1
135,2007,4110,0,RR1,5046,69.3,NULL,NULL,0,1
135,2007,4110,1,RR1,5046,59.2,NULL,NULL,0,1
135,2007,4310,0,RR1,5046,39.7,109,NULL,0,1
135,2007,4310,1,RR1,5046,35.8,108,NULL,0,1
135,2007,4410,0,RR1,5046,60,NULL,NULL,0,1
135,2007,4410,1,RR1,5046,50.4,NULL,NULL,0,1
135,2007,5210,0,RR1,5046,62,NULL,NULL,0,1
135,2007,5210,1,RR1,5046,59,NULL,NULL,0,1
135,2007,5330,0,RR1,5046,29,NULL,NULL,0,1
135,2007,5330,1,RR1,5046,27.1,NULL,NULL,0,1
136,2006,1250,0,RR1,5057,43.6,NULL,NULL,0,1
136,2006,1250,0,RR1,5066,48.7,NULL,NULL,0,1
136,2006,1250,1,RR1,5057,46.7,NULL,NULL,0,1
136,2006,1250,1,RR1,5066,46.7,NULL,NULL,0,1
136,2006,2290,0,RR1,5057,26.7,132,NULL,0,1
136,2006,2290,0,RR1,5066,25.2,132,NULL,0,1
138,2005,1110,0,conv,5148,71.5,133,NULL,0,1
138,2005,1110,1,conv,5148,64.2,134,NULL,0,1
138,2005,1250,0,conv,5148,74.8,124,NULL,0,1
138,2005,1250,1,conv,5148,75.9,125,NULL,0,1
138,2005,1520,0,conv,5148,62.9,112,NULL,0,1
138,2005,1520,1,conv,5148,60.5,113,NULL,0,1
138,2005,2290,0,conv,5148,53.2,129,NULL,0,1
138,2005,2290,1,conv,5148,61.8,125,NULL,0,1
138,2005,3210,0,conv,5148,73.7,117,NULL,0,1
138,2005,3210,1,conv,5148,62.5,116,NULL,0,1
141,2008,3210,0,RR1,5252,72.6,NULL,NULL,0,1
141,2008,3210,1,RR1,5252,64.3,NULL,NULL,0,1
141,2008,3310,0,RR1,5252,69.3,144,NULL,0,1
141,2008,3320,0,RR1,5252,64.8,136,NULL,0,1
141,2008,3490,0,RR1,5252,81.7,132,NULL,0,1
141,2008,4310,0,RR1,5252,71.9,115,NULL,0,1
141,2008,4310,1,RR1,5252,70.1,115,NULL,0,1
143,2007,2170,0,RR1,5319,74.8,NULL,NULL,0,1
143,2007,2170,1,RR1,5319,82.7,NULL,NULL,0,1
143,2007,2260,0,RR1,5319,45.6,NULL,NULL,0,1
143,2007,2290,0,RR1,5319,37.9,118,NULL,0,1
143,2007,3120,0,RR1,5319,72.6,145,NULL,0,1
143,2007,3210,0,RR1,5319,58.4,NULL,NULL,0,1
143,2007,3210,1,RR1,5319,56.9,NULL,NULL,0,1
143,2007,3490,0,RR1,5319,59.4,NULL,NULL,0,1
143,2007,3490,1,RR1,5319,59.4,NULL,NULL,0,1
144,2003,550,0,RR1,5346,51,123.5096,NULL,0,1
144,2003,550,0,RR1,5353,51.6,120.7229,NULL,0,1
144,2003,550,0,RR1,5366,48.4,118.3663,NULL,0,1
144,2003,1250,0,RR1,5346,40.8,121.3936,NULL,0,1
144,2003,1250,0,RR1,5353,38.3,114.8193,NULL,0,1
144,2003,1250,0,RR1,5366,40.7,114.3514,NULL,0,1
144,2003,1270,0,RR1,5346,55,NULL,NULL,0,1
144,2003,1270,0,RR1,5353,52.7,NULL,NULL,0,1
144,2003,1270,0,RR1,5366,52.7,NULL,NULL,0,1
144,2003,1510,0,RR1,5346,37.8,NULL,NULL,0,1
144,2003,1510,0,RR1,5353,41.2,NULL,NULL,0,1
144,2003,1510,0,RR1,5366,44.1,NULL,NULL,0,1
144,2003,1520,0,RR1,5346,55.1,118.3314,NULL,0,1
144,2003,1520,0,RR1,5353,54.5,118.3652,NULL,0,1
144,2003,1520,0,RR1,5366,49.6,116.6686,NULL,0,1
144,2003,1540,0,RR1,5346,41.8,120.9887,NULL,0,1
144,2003,1540,0,RR1,5353,37.2,116.6043,NULL,0,1
144,2003,1540,0,RR1,5366,40.1,117.3844,NULL,0,1
150,2003,5240,0,conv,5566,50.5,150,NULL,0,1
150,2003,5240,0,conv,5576,60.6,151,NULL,0,1
152,2008,4310,0,RR1,5635,57.2,119,NULL,0,1
152,2008,5220,0,RR1,5635,68.6,NULL,NULL,0,1
152,2008,5240,0,RR1,5635,55.4,136,NULL,0,1
152,2008,5240,1,RR1,5635,59.4,135,NULL,0,1
152,2008,5240,2,RR1,5635,47.5,132,NULL,0,1
152,2008,6230,0,RR1,5635,46.2,NULL,NULL,0,1
152,2008,6230,1,RR1,5635,54.1,NULL,NULL,0,1
157,2008,3130,0,RR1,5821,74.8,NULL,NULL,0,1
157,2008,3130,1,RR1,5821,83.8,NULL,NULL,0,1
157,2008,3210,0,RR1,5821,57,144,NULL,0,1
157,2008,3240,0,RR1,5821,51.9,NULL,NULL,0,1
157,2008,3240,1,RR1,5821,58.1,NULL,NULL,0,1
157,2008,3320,0,RR1,5821,72.6,131,NULL,0,1
157,2008,3320,1,RR1,5821,70.4,132,NULL,0,1
157,2008,3490,0,RR1,5821,82.8,128,NULL,0,1
157,2008,3490,1,RR1,5821,80.7,129,NULL,0,1
164,2004,510,0,RR1,6088,76.8,118,NULL,0,1
164,2004,510,0,RR1,6089,55.8,115,NULL,0,1
164,2004,510,0,RR1,6109,76.8,113,NULL,0,1
164,2004,510,1,RR1,6088,79.6,117,NULL,0,1
164,2004,510,1,RR1,6089,62.8,117,NULL,0,1
164,2004,510,1,RR1,6109,67,112,NULL,0,1
164,2004,520,0,RR1,6088,40.5,NULL,NULL,0,1
164,2004,520,0,RR1,6089,27.9,NULL,NULL,0,1
164,2004,520,0,RR1,6109,37.7,NULL,NULL,0,1
164,2004,520,1,RR1,6088,30.7,NULL,NULL,0,1
164,2004,520,1,RR1,6089,23.7,NULL,NULL,0,1
164,2004,520,1,RR1,6109,32.1,NULL,NULL,0,1
164,2004,550,0,RR1,6088,40.5,122,NULL,0,1
164,2004,550,0,RR1,6089,37.7,120,NULL,0,1
164,2004,550,0,RR1,6109,41.9,114,NULL,0,1
164,2004,550,1,RR1,6088,44.7,123,NULL,0,1
164,2004,550,1,RR1,6089,47.5,121,NULL,0,1
164,2004,550,1,RR1,6109,47.5,118,NULL,0,1
164,2004,1250,0,RR1,6088,45.4,109,NULL,0,1
164,2004,1250,0,RR1,6089,31.1,109,NULL,0,1
164,2004,1250,0,RR1,6109,46.7,101,NULL,0,1
164,2004,1250,1,RR1,6088,37.6,106,NULL,0,1
164,2004,1250,1,RR1,6089,42.8,105,NULL,0,1
164,2004,1250,1,RR1,6109,42.8,102,NULL,0,1
164,2004,1520,0,RR1,6088,65.6,120,NULL,0,1
164,2004,1520,0,RR1,6089,48.9,112,NULL,0,1
164,2004,1520,0,RR1,6109,50.3,111,NULL,0,1
164,2004,1520,1,RR1,6088,58.6,120,NULL,0,1
164,2004,1520,1,RR1,6089,50.3,115,NULL,0,1
164,2004,1520,1,RR1,6109,48.9,110,NULL,0,1
168,2003,1230,0,RR1,6231,34,118,NULL,0,1
168,2003,1230,0,RR1,6244,35.2,119,NULL,0,1
168,2003,1250,0,RR1,6231,42.5,124,NULL,0,1
168,2003,1250,0,RR1,6244,44.2,126,NULL,0,1
168,2003,1260,0,RR1,6231,56.7,NULL,NULL,0,1
168,2003,1260,0,RR1,6244,53.3,NULL,NULL,0,1
168,2003,1520,0,RR1,6231,54.5,124,NULL,0,1
168,2003,1520,0,RR1,6244,53.8,127,NULL,0,1
168,2003,2210,0,RR1,6231,38.6,NULL,NULL,0,1
168,2003,2210,0,RR1,6244,44.2,NULL,NULL,0,1
168,2003,2220,0,RR1,6231,46.9,119,NULL,0,1
168,2003,2220,0,RR1,6244,45.8,122,NULL,0,1
168,2003,2530,0,RR1,6231,64.2,124,NULL,0,1
168,2003,2530,0,RR1,6244,61.4,128,NULL,0,1
168,2003,3210,0,RR1,6231,52.5,118,NULL,0,1
168,2003,3210,0,RR1,6244,56.4,122,NULL,0,1
169,2008,10,0,RR1,6260,35.8,120,NULL,0,1
169,2008,10,1,RR1,6260,32.9,122,NULL,0,1
169,2008,110,0,RR1,6260,44.5,NULL,NULL,0,1
169,2008,130,0,RR1,6260,33.9,NULL,NULL,0,1
169,2008,510,0,RR1,6260,51.4,NULL,NULL,0,1
169,2008,1110,0,RR1,6260,61.4,NULL,NULL,0,1
169,2008,1110,1,RR1,6260,55.8,NULL,NULL,0,1
169,2008,1250,0,RR1,6260,39.1,125,NULL,0,1
169,2008,1250,1,RR1,6260,39.1,125,NULL,0,1
169,2008,1510,0,RR1,6260,62.4,NULL,NULL,0,1
171,2006,5240,0,RR1,6355,59.3,137,NULL,0,1
171,2006,5240,1,RR1,6355,55.6,134,NULL,0,1
171,2006,5240,2,RR1,6355,49.2,NULL,NULL,0,1
171,2006,6210,0,RR1,6355,45.5,NULL,NULL,0,1
171,2006,6210,1,RR1,6355,50.5,152,NULL,0,1
171,2006,6210,2,RR1,6355,49.2,NULL,NULL,0,1
171,2006,6540,0,RR1,6355,64.8,128,NULL,0,1
171,2006,7401,0,RR1,6355,71.6,NULL,NULL,0,1
171,2006,7401,1,RR1,6355,73.6,NULL,NULL,0,1
175,2003,3210,0,RR1,6506,60.6,138.5,NULL,0,1
175,2003,3210,0,conv,6515,61.1,141.2143,NULL,0,1
175,2003,3310,0,RR1,6506,64.1,148.9583,NULL,0,1
175,2003,3310,0,conv,6515,67.9,152,NULL,0,1
175,2003,3320,0,RR1,6506,66.7,141.076,NULL,0,1
175,2003,3320,0,conv,6515,67.1,141.7281,NULL,0,1
175,2003,4320,0,RR1,6506,38.8,126.5,NULL,0,1
175,2003,4320,0,conv,6515,44.4,128.5,NULL,0,1
175,2003,4410,0,RR1,6506,33.5,NULL,NULL,0,1
175,2003,4410,0,conv,6515,34.8,NULL,NULL,0,1
175,2003,5240,0,RR1,6506,58.8,117.0043,NULL,0,1
175,2003,5240,0,conv,6515,42.5,119.4596,NULL,0,1
176,2003,1250,0,RR1,6534,43.1,127.8241,NULL,0,1
176,2003,1250,0,RR1,6543,43.2,125.4305,NULL,0,1
176,2003,1520,0,RR1,6534,48.4,NULL,NULL,0,1
176,2003,1520,0,RR1,6543,43.2,NULL,NULL,0,1
176,2003,2240,0,RR1,6534,23.6,124.4546,NULL,0,1
176,2003,2240,0,RR1,6543,22.4,125.4773,NULL,0,1
176,2003,2250,0,RR1,6534,44.2,NULL,NULL,0,1
176,2003,2250,0,RR1,6543,43.6,NULL,NULL,0,1
176,2003,3210,0,RR1,6534,46,118.5912,NULL,0,1
176,2003,3210,0,RR1,6543,53.2,117.9772,NULL,0,1
181,2008,10,0,RR1,6733,40.7,119,NULL,0,1
181,2008,30,0,RR1,6733,35.8,NULL,NULL,0,1
181,2008,130,0,RR1,6733,44.5,NULL,NULL,0,1
181,2008,1250,0,RR1,6733,33.5,120,NULL,0,1
181,2008,1250,1,RR1,6733,41.3,116,NULL,0,1
181,2008,1520,0,RR1,6733,47.4,NULL,NULL,0,1
187,2006,2260,0,RR1,6938,75.8,NULL,NULL,0,1
187,2006,2260,1,RR1,6938,71.8,NULL,NULL,0,1
187,2006,2290,0,RR1,6938,68,NULL,NULL,0,1
187,2006,2290,1,RR1,6938,64.6,NULL,NULL,0,1
187,2006,2440,0,RR1,6938,61.1,NULL,NULL,0,1
187,2006,2440,1,RR1,6938,60.2,NULL,NULL,0,1
187,2006,3210,0,RR1,6938,60.2,132,NULL,0,1
187,2006,3210,1,RR1,6938,69.5,133,NULL,0,1
187,2006,3310,0,RR1,6938,81.1,128,NULL,0,1
187,2006,3310,1,RR1,6938,89.5,130,NULL,0,1
187,2006,3330,0,RR1,6938,43.6,126,NULL,0,1
187,2006,3330,1,RR1,6938,43.6,125,NULL,0,1
188,2003,5240,0,conv,6972,40.4,144,NULL,0,1
188,2003,6210,0,conv,6972,49.1,139,NULL,0,1
195,2002,3210,0,RR1,7234,67.4,135,NULL,0,1
195,2002,3210,0,RR1,7235,54.6,134,NULL,0,1
195,2002,3210,0,RR1,7248,68.5,130,NULL,0,1
195,2002,3310,0,RR1,7234,64.3,139,NULL,0,1
195,2002,3310,0,RR1,7235,62.1,137.5,NULL,0,1
195,2002,3310,0,RR1,7248,57.2,133.5,NULL,0,1
195,2002,3320,0,RR1,7234,78.3,NULL,NULL,0,1
195,2002,3320,0,RR1,7235,74.9,NULL,NULL,0,1
195,2002,3320,0,RR1,7248,68.8,NULL,NULL,0,1
195,2002,4330,0,RR1,7234,63.7,130.5,NULL,0,1
195,2002,4330,0,RR1,7235,62.3,131.9981,NULL,0,1
195,2002,4330,0,RR1,7248,59.4,123.9981,NULL,0,1
197,2004,6610,0,RR1,7334,72.4,NULL,NULL,0,1
197,2004,6614,0,RR1,7334,65.1,NULL,NULL,0,1
197,2004,6699,0,RR1,7334,64.1,NULL,NULL,0,1
201,2005,3210,0,conv,7474,72.6,135,NULL,0,1
201,2005,3210,1,conv,7474,71.5,134,NULL,0,1
201,2005,3310,0,conv,7474,70.4,139,NULL,0,1
201,2005,3310,1,conv,7474,63.7,139,NULL,0,1
201,2005,3330,0,conv,7474,51.5,NULL,NULL,0,1
201,2005,3330,1,conv,7474,48.6,NULL,NULL,0,1
201,2005,3480,0,conv,7474,72.7,142,NULL,0,1
201,2005,3480,1,conv,7474,67.5,143,NULL,0,1
204,2008,2310,0,RR1,7573,54.7,NULL,NULL,0,1
204,2008,2310,0,RR1,7595,53.6,NULL,NULL,0,1
204,2008,2440,0,RR1,7573,38.7,NULL,NULL,0,1
204,2008,2440,0,RR1,7595,34.4,NULL,NULL,0,1
204,2008,3210,0,RR1,7573,74.7,137,NULL,0,1
204,2008,3210,0,RR1,7595,75.7,130,NULL,0,1
204,2008,3210,1,RR1,7573,75.7,136,NULL,0,1
204,2008,3210,1,RR1,7595,65.3,129,NULL,0,1
204,2008,3260,0,RR1,7573,51.4,NULL,NULL,0,1
204,2008,3260,0,RR1,7595,48,NULL,NULL,0,1
204,2008,3260,1,RR1,7573,45.8,NULL,NULL,0,1
204,2008,3260,1,RR1,7595,49.1,NULL,NULL,0,1
204,2008,3310,0,RR1,7573,70.4,129,NULL,0,1
204,2008,3310,0,RR1,7595,59.2,128,NULL,0,1
204,2008,3310,1,RR1,7573,65.9,130,NULL,0,1
204,2008,3310,1,RR1,7595,71.5,125,NULL,0,1
212,2007,1250,0,RR1,7892,49.1,NULL,NULL,0,1
212,2007,1250,1,RR1,7892,48,NULL,NULL,0,1
